구어	SDRW1800000025.281	거기보다 그냥 백화점 가서 괜찮은 거 한 두개 사는게 낫지 않겠어?	거기/NP*보다/JKB 그냥/MAG 백화점/NNG 가/VV+아/EC*서/EC 괜찮/VA*은/ETM 것/NNB 한/MM 두/MM*개/NNB 사/VV*는/ETM*것/NNB+이/JKS 낫/VA*지/EC 않/VX*겠/EP*어/EF*?/SF	거기/NP*보다/JKB 그냥/MAG 백화점/NNG 가/VV:DIC*서/EC 괜찮/VA*은/ETM 거/NNB:DIC 한/MM 두/MM*개/NNB 사/VV*는/ETM*게/NNB:DIC 낫/VA*지/EC 않/VX*겠/EP*어/EF*?/SF	거/B-NP 기/I-NP 보/B-JKB 다/I-JKB @B@ 그/B-MAG 냥/I-MAG @B@ 백/B-NNG 화/I-NNG 점/I-NNG @B@ 가/B-VV:DIC 서/I-EC @B@ 괜/B-VA 찮/I-VA 은/B-ETM @B@ 거/B-NNB:DIC @B@ 한/B-MM @B@ 두/B-MM 개/B-NNB @B@ 사/B-VV 는/B-ETM 게/B-NNB:DIC @B@ 낫/B-VA 지/B-EC @B@ 않/B-VX 겠/B-EP 어/B-EF ?/B-SF	가|서/EC@B-VV:DIC=가/VV+아/EC 거@B-NNB:DIC=것/NNB 게@B-NNB:DIC=것/NNB+이/JKS	-
구어	SDRW1800000010.1933	거기서 무슨 적금 적금 들으니깐	거기/NP*서/JKB 무슨/MM 적금/NNG 적금/NNG 듣/VV*으니깐/EC	거기/NP*서/JKB 무슨/MM 적금/NNG 적금/NNG 들/VV:DIC*으니깐/EC	거/B-NP 기/I-NP 서/B-JKB @B@ 무/B-MM 슨/I-MM @B@ 적/B-NNG 금/I-NNG @B@ 적/B-NNG 금/I-NNG @B@ 들/B-VV:DIC 으/B-EC 니/I-EC 깐/I-EC	들|으/EC@B-VV:DIC=듣/VV	-
구어	SBRW1800000317.80	거기에 따라서 영향을 받아서 많은 사람들이	거기/NP*에/JKB 따르/VV+아/EC*서/EC 영향/NNG*을/JKO 받/VV*아서/EC 많/VA*은/ETM 사람/NNG*들/XSN*이/JKS	거기/NP*에/JKB 따라/VV:DIC*서/EC 영향/NNG*을/JKO 받/VV*아서/EC 많/VA*은/ETM 사람/NNG*들/XSN*이/JKS	거/B-NP 기/I-NP 에/B-JKB @B@ 따/B-VV 라/I-VV:DIC 서/I-EC @B@ 영/B-NNG 향/I-NNG 을/B-JKO @B@ 받/B-VV 아/B-EC 서/I-EC @B@ 많/B-VA 은/B-ETM @B@ 사/B-NNG 람/I-NNG 들/B-XSN 이/B-JKS	라|서/EC@I-VV:DIC=르/VV+아/EC	-
구어	SBRW1800000129.23	거절을 한 게 아니라 연락 자체가 없었다?	거절/NNG*을/JKO 하/VV+ㄴ/ETM 것/NNB+이/JKC 아니/VCN*라/EC 연락/NNG 자체/NNG*가/JKS 없/VA*었/EP*다/EF*?/SF	거절/NNG*을/JKO 한/VV:DIC 게/NNB:DIC 아니/VCN*라/EC 연락/NNG 자체/NNG*가/JKS 없/VA*었/EP*다/EF*?/SF	거/B-NNG 절/I-NNG 을/B-JKO @B@ 한/B-VV:DIC @B@ 게/B-NNB:DIC @B@ 아/B-VCN 니/I-VCN 라/B-EC @B@ 연/B-NNG 락/I-NNG @B@ 자/B-NNG 체/I-NNG 가/B-JKS @B@ 없/B-VA 었/B-EP 다/B-EF ?/B-SF	한@B-VV:DIC=하/VV+ㄴ/ETM 게@B-NNB:DIC=것/NNB+이/JKC	-
구어	SBRW1800000021.570	건강식품이라던가 뭐 다양하게 지금	건강식품/NNG*이라던가/JX 뭐/IC 다양/NNG*하/XSA*게/EC 지금/MAG	건강식품/NNG*이라던가/JX 뭐/IC 다양/NNG*하/XSA*게/EC 지금/MAG	건/B-NNG 강/I-NNG 식/I-NNG 품/I-NNG 이/B-JX 라/I-JX 던/I-JX 가/I-JX @B@ 뭐/B-IC @B@ 다/B-NNG 양/I-NNG 하/B-XSA 게/B-EC @B@ 지/B-MAG 금/I-MAG		-
구어	SBRW1800000294.835	걷어서	걷/VV*어서/EC	걷/VV*어서/EC	걷/B-VV 어/B-EC 서/I-EC		-
구어	SBRW1800000299.163	것도 있구요.	것/NNB*도/JX 있/VA*구/EC*요/JX*./SF	것/NNB*도/JX 있/VA*구/EC*요/JX*./SF	것/B-NNB 도/B-JX @B@ 있/B-VA 구/B-EC 요/B-JX ./B-SF		-
구어	SBRW1800000111.348	게다가 무슨 국정원까지 개입했단 얘기도 나오고 있고	게다가/MAG 무슨/MM 국정원/NNG*까지/JX 개입/NNG*하/XSV+았/EP*단/ETM 얘기/NNG*도/JX 나오/VV*고/EC 있/VX*고/EC	게다가/MAG 무슨/MM 국정원/NNG*까지/JX 개입/NNG*했/XSV:DIC*단/ETM 얘기/NNG*도/JX 나오/VV*고/EC 있/VX*고/EC	게/B-MAG 다/I-MAG 가/I-MAG @B@ 무/B-MM 슨/I-MM @B@ 국/B-NNG 정/I-NNG 원/I-NNG 까/B-JX 지/I-JX @B@ 개/B-NNG 입/I-NNG 했/B-XSV:DIC 단/B-ETM @B@ 얘/B-NNG 기/I-NNG 도/B-JX @B@ 나/B-VV 오/I-VV 고/B-EC @B@ 있/B-VX 고/B-EC	했|단/ETM@B-XSV:DIC=하/XSV+았/EP	-
구어	SBRW1800000299.1100	겨자.	겨자/NNG*./SF	겨자/NNG*./SF	겨/B-NNG 자/I-NNG ./B-SF		-
구어	SARW1800001315.1102	결국 휴머니즘이에요 따지고 보면.	결국/MAG 휴머니즘/NNG*이/VCP*에요/EF 따지/VV*고/EC 보/VX*면/EC*./SF	결국/MAG 휴머니즘/NNG*이/VCP*에요/EF 따지/VV*고/EC 보/VX*면/EC*./SF	결/B-MAG 국/I-MAG @B@ 휴/B-NNG 머/I-NNG 니/I-NNG 즘/I-NNG 이/B-VCP 에/B-EF 요/I-EF @B@ 따/B-VV 지/I-VV 고/B-EC @B@ 보/B-VX 면/B-EC ./B-SF		-
구어	SDRW1800000029.2718	결국에는 그 문제도 쓰고	결국/NNG*에/JKB*는/JX 그/MM 문제/NNG*도/JX 쓰/VV*고/EC	결국/NNG*에/JKB*는/JX 그/MM 문제/NNG*도/JX 쓰/VV*고/EC	결/B-NNG 국/I-NNG 에/B-JKB 는/B-JX @B@ 그/B-MM @B@ 문/B-NNG 제/I-NNG 도/B-JX @B@ 쓰/B-VV 고/B-EC		-
구어	SBRW1800000016.455	결국은 농민도 생산자인 농민도 그리고 소비자도 서로 손해를 보고 있는 그런	결국/NNG*은/JX 농민/NNG*도/JX 생산자/NNG*이/VCP+ㄴ/ETM 농민/NNG*도/JX 그리고/MAJ 소비자/NNG*도/JX 서로/MAG 손해/NNG*를/JKO 보/VV*고/EC 있/VX*는/ETM 그러/VV+ㄴ/ETM	결국/NNG*은/JX 농민/NNG*도/JX 생산자/NNG*인/VCP:DIC 농민/NNG*도/JX 그리고/MAJ 소비자/NNG*도/JX 서로/MAG 손해/NNG*를/JKO 보/VV*고/EC 있/VX*는/ETM 그런/VV:DIC	결/B-NNG 국/I-NNG 은/B-JX @B@ 농/B-NNG 민/I-NNG 도/B-JX @B@ 생/B-NNG 산/I-NNG 자/I-NNG 인/B-VCP:DIC @B@ 농/B-NNG 민/I-NNG 도/B-JX @B@ 그/B-MAJ 리/I-MAJ 고/I-MAJ @B@ 소/B-NNG 비/I-NNG 자/I-NNG 도/B-JX @B@ 서/B-MAG 로/I-MAG @B@ 손/B-NNG 해/I-NNG 를/B-JKO @B@ 보/B-VV 고/B-EC @B@ 있/B-VX 는/B-ETM @B@ 그/B-VV 런/I-VV:DIC	인@B-VCP:DIC=이/VCP+ㄴ/ETM 런@I-VV:DIC=러/VV+ㄴ/ETM	-
구어	SDRW1800000019.1260	결혼 일 년만에 받아서 지금 십구 년 돼서 그런데 이제 아까 그때 생각하면 지금은 진짜	결혼/NNG 일/NR 년/NNB*만/NNB*에/JKB 받/VV*아서/EC 지금/MAG 십구/NR 년/NNB 되/VV+어/EC*서/EC 그런데/MAJ 이제/MAG 아까/MAG 그때/NNG 생각/NNG*하/XSV*면/EC 지금/NNG*은/JX 진짜/MAG	결혼/NNG 일/NR 년/NNB*만/NNB*에/JKB 받/VV*아서/EC 지금/MAG 십구/NR 년/NNB 돼/VV:DIC*서/EC 그런데/MAJ 이제/MAG 아까/MAG 그때/NNG 생각/NNG*하/XSV*면/EC 지금/NNG*은/JX 진짜/MAG	결/B-NNG 혼/I-NNG @B@ 일/B-NR @B@ 년/B-NNB 만/B-NNB 에/B-JKB @B@ 받/B-VV 아/B-EC 서/I-EC @B@ 지/B-MAG 금/I-MAG @B@ 십/B-NR 구/I-NR @B@ 년/B-NNB @B@ 돼/B-VV:DIC 서/I-EC @B@ 그/B-MAJ 런/I-MAJ 데/I-MAJ @B@ 이/B-MAG 제/I-MAG @B@ 아/B-MAG 까/I-MAG @B@ 그/B-NNG 때/I-NNG @B@ 생/B-NNG 각/I-NNG 하/B-XSV 면/B-EC @B@ 지/B-NNG 금/I-NNG 은/B-JX @B@ 진/B-MAG 짜/I-MAG	돼|서/EC@B-VV:DIC=되/VV+어/EC	-
구어	SBRW1800000284.377	계란이죠.	계란/NNG*이/VCP*죠/EF*./SF	계란/NNG*이/VCP*죠/EF*./SF	계/B-NNG 란/I-NNG 이/B-VCP 죠/B-EF ./B-SF		-
구어	SBRW1800000134.326	계류 돼있어요. 계류 돼있고 우리가 하려고 그랬는데	계류/NNG 되/VV+어/EC*있/VX*어요/EF*./SF 계류/NNG 되/VV+어/EC*있/VX*고/EC 우리/NP*가/JKS 하/VV*려고/EC 그러/VV+었/EP*는데/EC	계류/NNG 돼/VV:DIC*있/VX*어요/EF*./SF 계류/NNG 돼/VV:DIC*있/VX*고/EC 우리/NP*가/JKS 하/VV*려고/EC 그랬/VV:DIC*는데/EC	계/B-NNG 류/I-NNG @B@ 돼/B-VV:DIC 있/B-VX 어/B-EF 요/I-EF ./B-SF @B@ 계/B-NNG 류/I-NNG @B@ 돼/B-VV:DIC 있/B-VX 고/B-EC @B@ 우/B-NP 리/I-NP 가/B-JKS @B@ 하/B-VV 려/B-EC 고/I-EC @B@ 그/B-VV 랬/I-VV:DIC 는/B-EC 데/I-EC	돼|있/VX@B-VV:DIC=되/VV+어/EC 돼|있/VX@B-VV:DIC=되/VV+어/EC 랬|는/EC@I-VV:DIC=러/VV+었/EP	-
구어	SDRW1800000011.27	계속 그냥 컴퓨터 화면으로만	계속/MAG 그냥/MAG 컴퓨터/NNG 화면/NNG*으로/JKB*만/JX	계속/MAG 그냥/MAG 컴퓨터/NNG 화면/NNG*으로/JKB*만/JX	계/B-MAG 속/I-MAG @B@ 그/B-MAG 냥/I-MAG @B@ 컴/B-NNG 퓨/I-NNG 터/I-NNG @B@ 화/B-NNG 면/I-NNG 으/B-JKB 로/I-JKB 만/B-JX		-
구어	SBRW1800000267.455	고 기준으로 여러분들 제가 준비를 했으니까 만드시면 되구요.	고/MM 기준/NNG*으로/JKB 여러분/NP*들/XSN 제/NP*가/JKS 준비/NNG*를/JKO 하/VV+았/EP*으니까/EC 만들/VV*시/EP*면/EC 되/VV*구/EC*요/JX*./SF	고/MM 기준/NNG*으로/JKB 여러분/NP*들/XSN 제/NP*가/JKS 준비/NNG*를/JKO 했/VV:DIC*으니까/EC 만드/VV:DIC*시/EP*면/EC 되/VV*구/EC*요/JX*./SF	고/B-MM @B@ 기/B-NNG 준/I-NNG 으/B-JKB 로/I-JKB @B@ 여/B-NP 러/I-NP 분/I-NP 들/B-XSN @B@ 제/B-NP 가/B-JKS @B@ 준/B-NNG 비/I-NNG 를/B-JKO @B@ 했/B-VV:DIC 으/B-EC 니/I-EC 까/I-EC @B@ 만/B-VV 드/I-VV:DIC 시/B-EP 면/B-EC @B@ 되/B-VV 구/B-EC 요/B-JX ./B-SF	했|으/EC@B-VV:DIC=하/VV+았/EP 드|시/EP@I-VV:DIC=들/VV	-
구어	SARW1800001313.168	고객 이른바 클라이언트죠	고객/NNG 이른바/MAG 클라이언트/NNG*이/VCP+죠/EF	고객/NNG 이른바/MAG 클라이언트/NNG*죠/EF:DIC	고/B-NNG 객/I-NNG @B@ 이/B-MAG 른/I-MAG 바/I-MAG @B@ 클/B-NNG 라/I-NNG 이/I-NNG 언/I-NNG 트/I-NNG 죠/B-EF:DIC	죠@B-EF:DIC=이/VCP+죠/EF	-
구어	SBRW1800000011.617	고객 입장에서	고객/NNG 입장/NNG*에서/JKB	고객/NNG 입장/NNG*에서/JKB	고/B-NNG 객/I-NNG @B@ 입/B-NNG 장/I-NNG 에/B-JKB 서/I-JKB		-
구어	SARW1800001310.846	고고하다라고 하는 표현밖에 쓸 수 없을 정도로	고고하/VA*다/EF*라고/JKQ 하/VV*는/ETM 표현/NNG*밖에/JX 쓰/VV+ㄹ/ETM 수/NNB 없/VA*을/ETM 정도/NNG*로/JKB	고고하/VA*다/EF*라고/JKQ 하/VV*는/ETM 표현/NNG*밖에/JX 쓸/VV:DIC 수/NNB 없/VA*을/ETM 정도/NNG*로/JKB	고/B-VA 고/I-VA 하/I-VA 다/B-EF 라/B-JKQ 고/I-JKQ @B@ 하/B-VV 는/B-ETM @B@ 표/B-NNG 현/I-NNG 밖/B-JX 에/I-JX @B@ 쓸/B-VV:DIC @B@ 수/B-NNB @B@ 없/B-VA 을/B-ETM @B@ 정/B-NNG 도/I-NNG 로/B-JKB	쓸@B-VV:DIC=쓰/VV+ㄹ/ETM	-
구어	SBRW1800000286.723	고기가 골고루 익을 수 있도록	고기/NNG*가/JKS 골고루/MAG 익/VV*을/ETM 수/NNB 있/VA*도록/EC	고기/NNG*가/JKS 골고루/MAG 익/VV*을/ETM 수/NNB 있/VA*도록/EC	고/B-NNG 기/I-NNG 가/B-JKS @B@ 골/B-MAG 고/I-MAG 루/I-MAG @B@ 익/B-VV 을/B-ETM @B@ 수/B-NNB @B@ 있/B-VA 도/B-EC 록/I-EC		-
구어	SBRW1800000299.701	고운 고춧가루.	곱/VA*ㄴ/ETM 고춧가루/NNG*./SF	고/VA:DIC*운/ETM:DIC 고춧가루/NNG*./SF	고/B-VA:DIC 운/B-ETM:DIC @B@ 고/B-NNG 춧/I-NNG 가/I-NNG 루/I-NNG ./B-SF	고운@B-VA:DIC=곱/VA*ㄴ/ETM	-
구어	SBRW1800000296.296	고추장으로.	고추장/NNG*으로/JKB*./SF	고추장/NNG*으로/JKB*./SF	고/B-NNG 추/I-NNG 장/I-NNG 으/B-JKB 로/I-JKB ./B-SF		-
구어	SBRW1800000273.136	곱게 찐 준비하시구요	곱/VA*게/EC 찌/VV+ㄴ/ETM 준비/NNG*하/XSV*시/EP*구/EF*요/JX	곱/VA*게/EC 찐/VV:DIC 준비/NNG*하/XSV*시/EP*구/EF*요/JX	곱/B-VA 게/B-EC @B@ 찐/B-VV:DIC @B@ 준/B-NNG 비/I-NNG 하/B-XSV 시/B-EP 구/B-EF 요/B-JX	찐@B-VV:DIC=찌/VV+ㄴ/ETM	-
구어	SBRW1800000205.1	공개적인 노브라? 이런 거에 대해선 어떻게 생각하세요?	공개/NNG*적/XSN*이/VCP+ㄴ/ETM 노브라/NNG*?/SF 이런/MM 것/NNB*에/JKB 대하/VV+아/EC*서/EC+ㄴ/JX 어떻/VA*게/EC 생각/NNG*하/XSV*시/EP+어/EF*요/EF*?/SF	공개/NNG*적/XSN*인/VCP:DIC 노브라/NNG*?/SF 이런/MM 거/NNB:DIC*에/JKB 대해/VV:DIC*선/EC:DIC 어떻/VA*게/EC 생각/NNG*하/XSV*세/EP:DIC*요/EF*?/SF	공/B-NNG 개/I-NNG 적/B-XSN 인/B-VCP:DIC @B@ 노/B-NNG 브/I-NNG 라/I-NNG ?/B-SF @B@ 이/B-MM 런/I-MM @B@ 거/B-NNB:DIC 에/B-JKB @B@ 대/B-VV 해/I-VV:DIC 선/I-EC:DIC @B@ 어/B-VA 떻/I-VA 게/B-EC @B@ 생/B-NNG 각/I-NNG 하/B-XSV 세/B-EP:DIC 요/I-EF ?/B-SF	인@B-VCP:DIC=이/VCP+ㄴ/ETM 거|에/JKB@B-NNB:DIC=것/NNB 해선@I-VV:DIC=하/VV+아서/EC*ㄴ/JX 세|요/EF@B-EP:DIC=시/EP+어/EF	-
구어	SBRW1800000093.306	공화당 중앙의원이었다는 거죠	공화당/NNP 중앙/NNG*의원/NNG*이/VCP*었/EP*다는/ETM 것/NNB+이/VCP*죠/EF	공화당/NNP 중앙/NNG*의원/NNG*이/VCP*었/EP*다는/ETM 거/NNB:DIC*죠/EF	공/B-NNP 화/I-NNP 당/I-NNP @B@ 중/B-NNG 앙/I-NNG 의/B-NNG 원/I-NNG 이/B-VCP 었/B-EP 다/B-ETM 는/I-ETM @B@ 거/B-NNB:DIC 죠/B-EF	거|죠/EF@B-NNB:DIC=것/NNB+이/VCP	-
구어	SARW1800001309.2117	과연 어떻게 생각하시는지.	과연/MAG 어떻/VA*게/EC 생각/NNG*하/XSV*시/EP*는지/EF*./SF	과연/MAG 어떻/VA*게/EC 생각/NNG*하/XSV*시/EP*는지/EF*./SF	과/B-MAG 연/I-MAG @B@ 어/B-VA 떻/I-VA 게/B-EC @B@ 생/B-NNG 각/I-NNG 하/B-XSV 시/B-EP 는/B-EF 지/I-EF ./B-SF		-
구어	SBRW1800000164.72	관리 미흡으로?	관리/NNG 미흡/NNG*으로/JKB*?/SF	관리/NNG 미흡/NNG*으로/JKB*?/SF	관/B-NNG 리/I-NNG @B@ 미/B-NNG 흡/I-NNG 으/B-JKB 로/I-JKB ?/B-SF		-
구어	SDRW1800000012.10	괜찮더라구.	괜찮/VA*더라구/EF*./SF	괜찮/VA*더라구/EF*./SF	괜/B-VA 찮/I-VA 더/B-EF 라/I-EF 구/I-EF ./B-SF		-
구어	SBRW1800000029.74	굉장히 부담스러운 자리일 것 같아요 제 생각에.	굉장히/MAG 부담/NNG*스럽/XSA*ㄴ/ETM 자리/NNG*이/VCP+ㄹ/ETM 것/NNB 같/VA*아요/EF 저/NP+의/JKG 생각/NNG*에/JKB*./SF	굉장히/MAG 부담/NNG*스러/XSA:DIC*운/ETM:DIC 자리/NNG*일/VCP:DIC 것/NNB 같/VA*아요/EF 제/NP:DIC 생각/NNG*에/JKB*./SF	굉/B-MAG 장/I-MAG 히/I-MAG @B@ 부/B-NNG 담/I-NNG 스/B-XSA 러/I-XSA:DIC 운/B-ETM:DIC @B@ 자/B-NNG 리/I-NNG 일/B-VCP:DIC @B@ 것/B-NNB @B@ 같/B-VA 아/B-EF 요/I-EF @B@ 제/B-NP:DIC @B@ 생/B-NNG 각/I-NNG 에/B-JKB ./B-SF	러운@I-XSA:DIC=럽/XSA*ㄴ/ETM 일@B-VCP:DIC=이/VCP+ㄹ/ETM 제@B-NP:DIC=저/NP+의/JKG	-
구어	SBRW1800000013.472	굉장히 중요하다	굉장히/MAG 중요/NNG*하/XSA*다/EF	굉장히/MAG 중요/NNG*하/XSA*다/EF	굉/B-MAG 장/I-MAG 히/I-MAG @B@ 중/B-NNG 요/I-NNG 하/B-XSA 다/B-EF		-
구어	SBRW1800000293.831	굉장히 중요해요	굉장히/MAG 중요/NNG*하/XSA+아/EF*요/EF	굉장히/MAG 중요/NNG*해/XSA:DIC*요/EF	굉/B-MAG 장/I-MAG 히/I-MAG @B@ 중/B-NNG 요/I-NNG 해/B-XSA:DIC 요/I-EF	해|요/EF@B-XSA:DIC=하/XSA+아/EF	-
